modelName,BRbsg,BrBsmumu,gminus2,finetuning,Omegahsq,Xenonxsec,pSDxsec,lsp
100927290,-8.15951874714,-19.6114083215,-20.0498112897,4.51e+02,-2.59829933714,-101.891778465,-91.2618365341,Bino
2000052,-7.86486800538,-19.3546264111,-19.9629274068,4.47e+02,-4.72508048266,-102.19322085,-95.4472760348,Wino
2000768,-7.99542762761,-19.4705028685,-19.9936902998,7.02e+03,-4.11047394415,-107.849935814,-102.349381581,Wino
2000906,-7.9777801108,-19.604850921,-19.7662171126,3.88e+02,-4.88224207933,-102.232537954,-94.2404743743,Wino
2001143,-7.93777477618,-19.595094746,-19.95176969,1.12e+03,-7.06792403113,-106.820316397,-98.9249813025,Wino
2001245,-8.02249694958,-19.461967966,-20.0872182484,7.28e+03,-5.20300718674,-113.265174519,-104.505491249,Wino
2001406,-8.00138002614,-19.604850921,-20.2128402932,9.05e+02,-8.14218729079,-109.545758341,-97.6974353305,Wino
2001470,-8.00736806798,-19.6380765686,-20.0851029647,3.87e+02,-5.05930046608,-102.783420062,-93.7747170359,Wino
2001614,-8.0164179035,-19.6015882753,-19.9817571555,4.35e+02,-6.03646191304,-103.558060277,-94.7727140925,Wino
2002205,-7.998399398,-19.4591391098,-19.9784754232,3.19e+03,-6.77672701658,-108.344797587,-101.915224084,Wino
2002381,-7.9777801108,-19.6114083215,-20.0631585105,1.60e+03,-4.07454193493,-106.612061458,-98.4983353723,Wino
2002593,-8.09192545601,-19.59833624,-19.8142011502,4.71e+02,-5.68104298769,-104.426010182,-95.9907341126,Wino
2002963,-7.98362808068,-19.604850921,-20.0229940964,2.04e+02,-6.04909365994,-101.156740343,-92.7806775512,Wino
200305,-8.00436956499,-19.604850921,-20.0532849344,4.38e+03,-5.35806737095,-108.099281738,-97.6050620103,Wino
200357,-7.96043863576,-19.6015882753,-20.0044021779,2.54e+03,-6.07920346142,-107.346030633,-101.02856515,Wino
2003602,-8.0164179035,-19.6015882753,-20.1080801979,1.64e+03,-4.8743576758,-108.533474136,-99.0666717087,Wino
2003625,-7.95757740348,-19.6081242463,-20.0762673124,1.04e+03,-8.19510969225,-108.498571264,-97.9995580871,Wino
2003671,-8.07250737015,-19.4563182335,-20.0861600473,3.99e+03,-2.97789235543,-111.724729478,-99.5558861742,Wino
2003700,-7.98362808068,-19.5822328324,-19.9984262097,3.20e+03,-6.50229017087,-107.83623697,-100.586195484,Wino
2004008,-8.00138002614,-19.5854328351,-20.049097623,6.97e+03,-5.43757943388,-113.896694389,-102.294573345,Wino
2004022,-7.99246466248,-19.6015882753,-20.0257581771,7.41e+03,-2.52198565803,-105.996875819,-102.077313737,Wino
2004178,-8.00138002614,-19.6015882753,-20.3482599363,3.29e+02,-4.32753844939,-102.87439184,-94.2404743743,Wino
2004388,-8.03168537563,-19.4095421687,-20.1867724664,3.31e+03,-6.21962064025,-115.154572458,-100.651056119,Wino
2004663,-8.0286131766,-19.5083530926,-20.0053284876,1.31e+03,-6.88795265169,-106.957372644,-98.5474249825,Wino
2004871,-7.94057982711,-19.6081242463,-19.3344745956,2.67e+02,-5.69284253462,-102.846220963,-94.1748770918,Wino
2005176,-8.00436956499,-19.5538844774,-20.0856313663,6.20e+03,-6.22972173623,-112.644348,-102.068766676,Wino
2005179,-8.0194528072,-19.6015882753,-20.0376469228,1.95e+03,-6.52931884326,-107.590227594,-99.0848055389,Wino
2005382,-7.96618577802,-19.538475852,-20.0053284876,5.65e+03,-6.16106733149,-108.491996618,-99.2157261645,Wino
2005768,-7.98951045058,-19.520293533,-19.8982135855,2.98e+03,-8.03476704217,-108.752527702,-103.308844485,Wino
2006063,-8.02249694958,-19.5415386416,-20.1026893492,4.99e+03,-4.79996926429,-111.458030131,-102.453178375,Wino
2006262,-8.0194528072,-19.538475852,-19.8536475133,6.27e+03,-7.96330807819,-109.516126543,-104.784291552,Wino
2006601,-7.9806998209,-19.6015882753,-19.935717981,1.45e+03,-5.08805644106,-106.060477842,-99.0395584733,Wino
2006755,-8.03785823474,-19.5854328351,-20.2164482346,2.78e+02,-6.1563391903,-104.507927304,-94.5441021149,Wino
2007578,-8.05345917518,-19.3882647702,-20.2200692403,3.61e+02,-5.2287913039,-104.152472616,-94.0695165761,Wino
200803,-7.96618577802,-19.59833624,-19.9610591205,3.51e+03,-4.31999124375,-107.149915754,-101.911581092,Wino
2008195,-7.9547243345,-19.5293433685,-20.0978623085,7.94e+02,-7.96330807819,-108.135321674,-97.275969881,Wino
2008819,-7.998399398,-19.6015882753,-20.0541552342,1.90e+03,-6.23481080574,-109.987591093,-100.305786171,Wino
2008874,-8.00436956499,-19.595094746,-20.0185359951,2.75e+03,-7.33546599604,-108.135321674,-100.002712215,Wino
2008945,-7.96618577802,-19.7080351572,-19.7986101887,2.71e+02,-6.96538439182,-102.041482717,-92.0836010925,Wino
200944,-7.89930849536,-19.5695342491,-19.9083435995,1.60e+03,-3.55085815622,-109.958770655,-94.5685077423,Wino
2009441,-8.04406943483,-19.5886431108,-20.0209607186,2.61e+03,-5.33705819486,-107.109641855,-100.534419215,Wino
2009487,-7.91014870991,-19.5538844774,-19.9610591205,9.90e+02,-6.45667965962,-105.442680099,-98.082939696,Wino
2010078,-8.18429877614,-19.4507002412,-20.0698995264,3.32e+03,-7.07973054372,-108.940990527,-100.01083134,Wino
2010136,-7.96330807819,-19.6516822207,-20.0545138132,4.42e+03,-3.4999133546,-108.201696743,-100.737130727,Wino
2010272,-7.96907178291,-19.604850921,-19.982758085,6.36e+02,-7.02992291296,-105.370792869,-96.8330039841,Wino
2010303,-8.00736806798,-19.5854328351,-20.1545487348,5.19e+03,-4.17990245058,-110.778976713,-102.837004308,Wino
2010474,-8.02555038707,-19.5083530926,-19.9999774995,5.99e+03,-2.46040917819,-106.477530565,-99.5927648046,Wino
201051,-7.97486890059,-19.604850921,-20.0376469228,1.12e+03,-6.97710535712,-106.650802287,-98.9158488189,Wino
2010681,-7.98951045058,-19.59833624,-19.9780007021,2.42e+03,-5.69581430501,-107.146496948,-99.8930483039,Wino
20107,-8.0164179035,-19.5293433685,-19.9966355256,1.47e+03,-6.50229017087,-107.262149149,-98.6675692944,Wino
201082,-8.0164179035,-19.5918637255,-19.9212642515,2.99e+03,-7.52951246346,-108.467399909,-100.259432062,Wino
2010942,-7.96618577802,-19.6114083215,-20.0051334037,1.09e+03,-7.77763963804,-107.136310102,-98.0068573895,Wino
2011092,-7.95187938237,-19.5663846402,-19.973738323,1.31e+03,-4.9747856412,-105.176976933,-98.4515432108,Wino
2011302,-8.04406943483,-19.5726938093,-20.1416090324,4.99e+02,-3.84436435695,-102.586709768,-94.6976789066,Wino
201140,-8.20238245158,-19.3571741831,-19.8641805788,9.44e+02,-7.32782653948,-106.832708129,-97.6709085761,Wino
2011479,-8.02555038707,-19.5538844774,-19.932538328,4.56e+03,-7.0562552873,-108.252990038,-102.749228697,Wino
2011766,-8.10508354059,-19.604850921,-20.0525687852,3.18e+02,-5.69284253462,-102.064520385,-92.3006358893,Wino
2011848,-7.98656494035,-19.6015882753,-20.0430519318,4.87e+03,-5.47267075369,-109.370352876,-101.46108468,Wino
2011857,-7.98362808068,-19.5538844774,-20.1304916305,4.70e+03,-3.82126864216,-111.837128363,-100.895033757,Wino
2012330,-8.19149305178,-19.5601150271,-19.7400643998,3.45e+02,-5.81248189158,-103.780025277,-95.3894882943,Wino
2012379,-8.04095901242,-19.3804010338,-19.9311787085,1.79e+03,-4.12274403674,-105.266589092,-98.6890754996,Wino
2012555,-7.94904250103,-19.4676497995,-19.912780164,4.80e+03,-6.60027057923,-108.235598295,-98.9249813025,Wino
201270,-8.0194528072,-19.4340331887,-19.9352631254,1.08e+03,-4.39005880637,-104.550274852,-101.586866013,Wino
2012968,-7.9547243345,-19.5695342491,-20.0197228802,6.48e+02,-7.22796054314,-105.006631567,-96.8758098251,Wino
201439,-8.06293791914,-19.4648048473,-20.0629001459,4.27e+03,-5.52647345969,-109.333196899,-99.3865799855,Wino
2015053,-7.9777801108,-19.4705028685,-19.9172364993,4.28e+03,-4.16048436473,-107.558811398,-101.598763047,Wino
2015312,-8.00436956499,-19.4285386694,-20.1249789374,3.13e+03,-4.88092368757,-109.022231762,-101.538138425,Wino
2015562,-7.96618577802,-19.5695342491,-20.012524348,3.78e+03,-6.57128304236,-108.260240199,-101.165324087,Wino
201558,-7.9547243345,-19.604850921,-20.0429506352,3.20e+03,-6.01166725443,-109.058516922,-100.335417969,Wino
2015617,-7.93497757156,-19.604850921,-19.9844285305,9.34e+02,-3.26491976337,-102.841602017,-97.6735298096,Wino
2015652,-8.08541077499,-19.6015882753,-20.0851029647,1.11e+03,-3.27544617636,-108.544463257,-97.632392904,Wino
2015824,-7.96043863576,-19.6246535483,-19.9564036186,4.48e+02,-6.52931884326,-103.657151179,-94.719330632,Wino
2016052,-7.98656494035,-19.5854328351,-19.9955723126,1.55e+03,-3.399199379,-104.545198699,-99.7204355612,Wino
2016265,-8.05660878409,-19.59833624,-20.0914622866,1.61e+03,-7.48223092982,-108.813896648,-102.612027576,Wino
2016270,-8.17360348703,-19.5854328351,-20.0214067158,5.52e+02,-6.21460809842,-104.640762075,-96.9519201644,Wino
201674,-8.00138002614,-19.6081242463,-20.0127208792,6.84e+02,-8.04406943483,-106.937791598,-97.0796375871,Wino
2017369,-7.97486890059,-19.7449397142,-19.59833624,2.09e+02,-7.82404601086,-103.577108472,-93.0736227937,Wino
2017468,-7.88592141457,-19.6081242463,-19.511324863,4.82e+02,-7.45075980111,-101.209384076,-90.9094812513,Wino
2017650,-7.8596731885,-19.5354224146,-20.0555903224,5.33e+03,-3.74650856695,-109.656983976,-101.756911067,Wino
2017926,-8.04406943483,-19.51729503,-20.2110411923,2.44e+03,-4.43965574751,-107.998355819,-99.663164236,Wino
2018069,-7.98362808068,-19.595094746,-20.017153074,7.19e+03,-3.89222037813,-104.503061114,-94.3667680996,Wino
2018650,-7.92940652651,-19.6015882753,-20.0220016883,5.76e+02,-6.19971948593,-103.960228937,-96.3579170341,Wino
2019058,-8.00436956499,-19.5918637255,-20.0213571507,7.48e+03,-7.85708586493,-109.953104917,-103.632458567,Wino
2019060,-7.98951045058,-19.604850921,-20.0373950654,3.41e+03,-7.03105349533,-107.333608113,-104.790743187,Wino
2019201,-8.01037558905,-19.3470218117,-20.0691713837,6.39e+03,-5.84996498483,-110.58277346,-106.596188109,Wino
2020105,-7.98656494035,-19.6015882753,-20.0946571775,2.69e+03,-6.38302675005,-108.566810556,-100.825164077,Wino
2020156,-7.94057982711,-19.5822328324,-19.8386721918,2.03e+03,-7.37137930126,-107.892195624,-102.202906156,Wino
2020301,-7.9806998209,-19.4535052921,-19.9761040681,3.42e+03,-2.7952434128,-105.974426988,-103.558060277,Wino
2020525,-8.01339218259,-19.5695342491,-20.0994687345,4.99e+03,-3.87762157871,-109.753976242,-101.991017923,Wino
202053,-8.12177841916,-19.6313425364,-20.2747412394,3.30e+02,-6.94961948308,-106.041081912,-94.1828452614,Wino
2021212,-7.99246466248,-19.5758633841,-20.0725043729,4.87e+02,-5.8361716627,-108.191940568,-96.2898635709,Wino
2021254,-7.98951045058,-19.604850921,-20.0153778381,4.04e+02,-7.21292266577,-103.606378854,-94.4302815053,Wino
2022409,-7.93218816948,-19.604850921,-19.8105816007,7.47e+02,-8.06293791914,-105.626244664,-99.6612466898,Wino
2022638,-8.03168537563,-19.5415386416,-20.0445726134,6.40e+03,-6.66873837851,-112.238882892,-99.6422707884,Wino
2022736,-8.00436956499,-19.5446108406,-20.131044575,6.34e+03,-5.37304091274,-109.947471099,-102.150761643,Wino
2022869,-8.02555038707,-19.5507836997,-19.9476174349,2.92e+03,-4.63048799397,-107.177695319,-100.125900669,Wino
202302,-8.17006366032,-19.7374490424,-20.1393756423,4.12e+02,-5.08805644106,-101.227566395,-91.724967284,Wino
2023145,-8.14218729079,-19.6180090056,-20.7212678343,2.94e+02,-7.36031199462,-102.576052473,-90.8650294887,Wino
202326,-8.06293791914,-19.579043037,-20.1043035546,7.92e+02,-4.47414192358,-106.045611931,-97.5928815918,Wino
2023540,-8.04718956217,-19.4965535457,-20.0045483803,7.09e+03,-3.99540461437,-107.921394778,-102.112251788,Wino
2024178,-8.00436956499,-19.6015882753,-19.9929673908,5.20e+02,-6.94441926335,-105.6720542,-96.4159042918,Wino
2024424,-7.96618577802,-19.604850921,-19.9940278362,5.14e+03,-4.62537289331,-107.419497785,-103.476567242,Wino
2024642,-7.98951045058,-19.3935418273,-20.1728349586,4.27e+02,-3.95806694393,-103.346302048,-94.3764300105,Wino
2024927,-8.07250737015,-19.5476925071,-20.2601609494,3.09e+03,-6.33114191468,-109.11309749,-99.3424447087,Wino
2025261,-7.998399398,-19.5854328351,-19.9928228716,2.62e+02,-7.11477944842,-104.597158438,-95.079333366,Wino
2025270,-8.12515110364,-19.4507002412,-20.2973447203,1.40e+03,-4.02855682168,-107.080466366,-98.7335272621,Wino
2025439,-7.9547243345,-19.604850921,-20.0110025392,2.14e+03,-5.49433225047,-106.089702599,-104.373481695,Wino
202578,-7.96618577802,-19.6015882753,-20.0187831467,4.16e+03,-5.79919265946,-108.332430931,-96.6503049976,Wino
202591,-7.96907178291,-19.5822328324,-19.8170254409,1.13e+03,-4.70168108637,-105.394185749,-98.1610080694,Wino
2026070,-7.9777801108,-19.6081242463,-20.078678847,1.13e+03,-5.33913936107,-107.914014671,-98.0142103639,Wino
2026617,-7.9211077237,-19.4423319915,-20.0695353888,4.48e+03,-3.84904820627,-110.465815556,-102.446947825,Wino
2027267,-7.9806998209,-19.5918637255,-20.1091618637,1.06e+03,-6.12385373515,-109.930757618,-97.8051881918,Wino
2027752,-8.00138002614,-19.6015882753,-20.0105121267,3.95e+03,-5.79589776356,-106.760561467,-100.837509913,Wino
2028436,-8.03168537563,-19.6015882753,-19.9559392582,8.32e+02,-6.18991548583,-105.06449895,-97.4488126938,Wino
2028774,-8.03785823474,-19.4648048473,-19.9929192154,4.35e+03,-2.40130106593,-105.695770726,-100.520751576,Wino
202883,-7.9211077237,-19.6015882753,-20.0215058533,6.50e+03,-3.51660823317,-106.697619347,-100.843740462,Wino
2029340,-7.998399398,-19.6015882753,-19.9199198641,3.24e+03,-6.7007411096,-107.849935814,-100.446643604,Wino
20294,-8.04718956217,-19.5083530926,-19.9947997763,2.82e+03,-4.29035944615,-106.152108165,-99.8978909284,Wino
2029440,-7.93777477618,-19.5886431108,-20.0173011527,2.35e+03,-6.1563391903,-106.642520666,-99.9973358581,Wino
2029623,-8.06930736742,-19.6015882753,-20.0543601208,4.01e+02,-3.83970234385,-101.72171233,-93.8991712104,Wino
2029832,-7.99542762761,-19.5886431108,-20.1444078028,4.22e+02,-6.84948637086,-110.514134133,-96.0356294325,Wino
2029972,-7.97486890059,-19.4041802255,-20.0745931465,1.28e+03,-3.95284499995,-108.702766192,-98.255037019,Wino
2030146,-7.94904250103,-19.604850921,-20.0666789117,1.28e+03,-8.11841707146,-107.033655948,-98.4068430319,Wino
2030245,-8.01037558905,-19.604850921,-19.9087863712,4.37e+02,-5.21950618612,-103.715045158,-95.730247783,Wino
2030983,-8.05031945518,-19.6620093348,-20.0627968188,2.41e+03,-5.07517381523,-111.036578145,-101.621628872,Wino
2031104,-8.00436956499,-19.604850921,-20.0543601208,4.81e+02,-5.41710090254,-105.969155494,-96.0458859327,Wino
2031967,-7.9547243345,-19.604850921,-20.0409773997,7.85e+02,-5.92567680657,-110.889367782,-97.1060708442,Wino
2032058,-7.92386634614,-19.5601150271,-20.0095320228,4.04e+03,-5.57538925989,-107.12957607,-101.483346876,Wino
2032353,-8.0194528072,-19.59833624,-20.0131140576,3.73e+03,-5.8396021978,-107.899415872,-101.227566395,Wino
2032499,-8.0286131766,-19.5354224146,-20.4026326644,2.27e+02,-5.44681737487,-103.485300922,-93.9807210774,Wino
2032547,-7.96618577802,-19.5854328351,-19.9951859698,4.43e+03,-5.33084055825,-107.856856257,-101.059101873,Wino
2032887,-7.93777477618,-19.59833624,-20.186187842,4.97e+03,-7.26157715394,-108.84139609,-101.397125701,Wino
2032960,-8.00436956499,-19.3196228375,-19.945777508,2.38e+03,-6.53619172255,-107.099821809,-100.245591011,Wino
2033230,-8.00138002614,-19.6015882753,-20.0497602966,3.19e+03,-5.2610215818,-108.968047328,-100.259432062,Wino
2033591,-7.9547243345,-19.5323782722,-20.0925261165,3.02e+03,-6.20962055691,-109.333196899,-100.748430283,Wino
2033823,-7.99542762761,-19.4733641007,-19.660971811,2.72e+03,-5.78607771738,-107.667614257,-101.656234401,Wino
2033830,-7.93497757156,-19.6015882753,-19.9924857416,4.73e+03,-4.18645985113,-106.443162922,-94.842944588,Wino
2034207,-8.07571764579,-19.7080351572,-20.1086208845,3.68e+02,-6.21962064025,-104.219635661,-93.9422547965,Wino
2034262,-8.00138002614,-19.5632449201,-19.8986518936,9.84e+02,-4.53751153751,-104.885729794,-97.9293538284,Wino
2034343,-7.96043863576,-19.5886431108,-20.0652278335,2.41e+03,-7.13591137212,-109.498042868,-99.7285988719,Wino
2034428,-7.96618577802,-19.4535052921,-20.0541552342,2.45e+03,-7.27881896037,-107.243173248,-100.567056144,Wino
2034724,-8.00736806798,-19.5918637255,-20.0898686608,1.26e+03,-7.69082716707,-108.883147884,-98.703674299,Wino
2034757,-8.04095901242,-19.6114083215,-20.1135002653,5.15e+02,-6.05760434961,-101.036112355,-90.8059405723,Wino
2034772,-8.03785823474,-19.6114083215,-20.0563599676,1.28e+03,-3.56843330104,-102.712111034,-94.027552377,Wino
2035099,-7.89393213832,-19.604850921,-20.00962999,5.70e+02,-5.57538925989,-104.107352181,-100.25248759,Wino
2035573,-7.94339276849,-19.5918637255,-20.0222993073,7.31e+03,-5.31648133718,-107.401719539,-102.883961291,Wino
2035731,-7.99542762761,-19.5822328324,-20.0925261165,2.64e+03,-4.23360662956,-110.948732391,-101.148229653,Wino
2035810,-7.96330807819,-19.6015882753,-20.0094830428,4.22e+03,-5.44449987673,-108.31361466,-96.5430594673,Wino
2035895,-7.95187938237,-19.604850921,-20.0075258077,6.78e+02,-4.31250057203,-103.001143546,-96.4539316874,Wino
2036122,-8.00736806798,-19.604850921,-20.044116166,4.50e+03,-7.02092397709,-108.965939846,-98.7259800565,Wino
2036233,-7.93777477618,-19.6081242463,-20.0888076527,1.68e+03,-5.28638879568,-110.739756,-98.6818552516,Wino
2036423,-8.00138002614,-19.604850921,-19.69614955,6.68e+02,-6.40697999107,-105.779152335,-96.9621766645,Wino
2036934,-7.9806998209,-19.6081242463,-20.0155749309,1.66e+03,-2.34028696018,-102.062403982,-96.4774621848,Wino
203700,-8.00138002614,-19.595094746,-20.0195744425,4.02e+03,-6.14694944995,-108.201696743,-107.479562026,Wino
2037034,-7.99246466248,-19.6015882753,-20.0172024311,5.74e+03,-6.29256963989,-107.392947553,-107.206268691,Wino
2037243,-8.00138002614,-19.595094746,-20.0442175808,4.80e+03,-4.36615328552,-111.502250599,-102.40141644,Wino
20375,-7.96907178291,-19.5446108406,-19.9526947594,1.75e+03,-7.46987419714,-107.254515525,-99.8528061876,Wino
2038079,-7.87533930524,-19.4367918111,-19.9825673545,4.41e+03,-8.06611757206,-107.149915754,-101.891778465,Wino
2038472,-7.98951045058,-19.7639156156,-19.9338997986,4.67e+03,-7.61906643017,-110.035504449,-101.059101873,Wino
2038682,-7.95187938237,-19.6081242463,-20.0716700835,4.69e+02,-5.52647345969,-106.403422593,-95.7843150042,Wino
2039103,-8.11172808331,-19.30498843,-20.1786186647,2.06e+03,-4.29768548624,-110.555575131,-103.947614895,Wino
2039948,-8.1987394603,-19.4230741749,-20.132151382,5.29e+02,-6.57845153184,-108.691503,-96.586356273,Wino
2040082,-8.01339218259,-19.8109831265,-20.3332528334,1.69e+03,-4.05704877748,-106.717421974,-99.0012086679,Wino
204032,-7.99542762761,-19.59833624,-19.9652676841,7.28e+03,-6.46950034805,-109.240376691,-105.841953237,Wino
2040323,-7.98951045058,-19.6015882753,-20.0345283649,2.58e+03,-4.65436043018,-107.650519824,-99.9125611181,Wino
2040392,-7.97196614093,-19.595094746,-19.9713781614,4.11e+03,-6.19480547113,-108.435930981,-103.503000499,Wino
2041270,-7.99246466248,-19.6015882753,-20.047926275,1.62e+03,-4.24749574172,-109.767962484,-98.6605021271,Wino
2041395,-8.02249694958,-19.595094746,-19.9961037778,3.20e+03,-4.9982127741,-107.231958177,-101.313744092,Wino
2041745,-7.9074276198,-19.604850921,-19.9508454755,6.24e+02,-7.8596731885,-105.047620912,-98.7184893848,Wino
2041913,-7.9211077237,-19.604850921,-20.0398660078,5.38e+02,-4.32753844939,-104.241817717,-95.2000619119,Wino
2041965,-8.02555038707,-19.6015882753,-20.025773112,2.02e+03,-5.55708809551,-105.406090651,-99.0967168871,Wino
2042184,-7.88858453199,-19.7153079165,-20.0888076527,1.27e+03,-5.80914299031,-108.78186544,-98.4233723338,Wino
2042429,-7.89393213832,-19.6081242463,-20.0509337961,5.52e+02,-6.18991548583,-110.747228015,-96.3579170341,Wino
2042769,-7.97486890059,-19.6313425364,-20.079466476,9.11e+02,-3.03239625793,-102.501187594,-95.548552989,Wino
2043003,-8.04406943483,-19.595094746,-20.0824651368,8.48e+02,-6.48904494412,-114.241363392,-98.0869000972,Wino
204391,-7.9777801108,-19.6015882753,-19.9503836884,8.63e+02,-6.15163329926,-104.018300404,-96.2448398895,Wino
2043915,-8.04095901242,-19.5415386416,-20.0045483803,3.54e+03,-5.48464694474,-108.006387991,-100.771419801,Wino
2044102,-7.98656494035,-19.6015882753,-20.025573999,5.46e+03,-6.37712702792,-107.119559292,-102.855523356,Wino
2044118,-8.05345917518,-19.5143054911,-19.8968998126,1.14e+03,-4.92262441677,-105.461489431,-97.8325040024,Wino
2044852,-8.03785823474,-19.3597284629,-20.1156765447,4.05e+03,-4.17338776956,-109.993456213,-102.181244659,Wino
2044925,-7.97486890059,-19.6081242463,-19.8419807143,8.17e+02,-7.26300267093,-106.269891201,-97.3799595945,Wino
2045784,-8.00436956499,-19.604850921,-20.0208120971,2.14e+03,-7.16393868437,-106.368331273,-100.591038109,Wino
2046302,-8.06930736742,-19.3025700491,-20.1238800362,4.37e+03,-5.98747252584,-106.479280347,-96.0667200196,Wino
204632,-8.01339218259,-19.3444997422,-19.9835690957,6.25e+03,-4.85363154529,-108.320215344,-101.946737349,Wino
2046911,-7.98656494035,-19.604850921,-19.8925329934,4.89e+02,-6.36543098816,-103.83572975,-95.048442879,Wino
204726,-8.0194528072,-19.579043037,-20.1780387865,2.20e+03,-6.60027057923,-112.875859801,-100.043983547,Wino
2047322,-7.96043863576,-19.6900813536,-19.7774163028,3.87e+02,-5.69581430501,-100.238741669,-90.9948411002,Wino
2047358,-8.05031945518,-19.4877943656,-20.1568163094,1.75e+03,-3.89713439293,-106.921307709,-98.7800472778,Wino
2047614,-7.97196614093,-19.6081242463,-19.9794255421,9.01e+02,-4.44816643718,-104.192582614,-97.1424384884,Wino
204763,-7.98951045058,-19.59833624,-20.0544625798,2.64e+03,-5.07517381523,-110.865167313,-100.052446221,Wino
2048179,-8.00138002614,-19.6015882753,-20.0472648152,2.68e+03,-3.60086857679,-108.438412372,-102.366427449,Wino
204833,-7.91287722456,-19.604850921,-19.9961521068,4.66e+02,-6.45667965962,-104.403787045,-97.360579143,Wino
2048377,-7.98656494035,-19.5886431108,-20.0399669924,3.35e+03,-8.1807209548,-108.747438632,-103.7216897,Wino
2048746,-8.11172808331,-19.5323782722,-20.3359646995,3.17e+02,-5.95996588005,-107.170677746,-95.4165902241,Wino
2049306,-7.96907178291,-19.6147032174,-19.9989107293,3.62e+02,-6.50229017087,-103.323659571,-94.5202779592,Wino
2049422,-7.99246466248,-19.6015882753,-20.0179430805,4.43e+03,-4.24749574172,-106.329894567,-105.500203943,Wino
2049534,-8.02555038707,-19.5083530926,-20.5334722653,1.85e+03,-5.26681869949,-109.324119681,-99.0283051576,Wino
2049757,-8.00138002614,-19.604850921,-20.045638468,3.82e+03,-3.77226106305,-108.572476294,-100.714907591,Wino
2050867,-7.98362808068,-19.5569948998,-20.0866890079,4.42e+03,-3.66126428708,-109.237610438,-101.021074478,Wino
2051060,-8.01339218259,-19.5024359156,-20.1803603197,7.73e+02,-3.76360300031,-103.369469107,-95.8043557551,Wino
205118,-7.91014870991,-19.5854328351,-20.0101689811,5.44e+03,-5.25909665339,-107.843062935,-103.121632943,Wino
200039,-7.92940652651,-19.6213257582,-20.045638468,2.98e+02,-4.06867681547,-107.702705577,-98.2181664832,Higgsino
2000434,-8.01037558905,-19.604850921,-20.067457142,4.87e+02,-2.78062089394,-100.714907591,-93.2585863599,Higgsino
2000602,-8.08541077499,-19.4451136344,-19.7612372134,4.64e+02,-3.04282388109,-103.074004894,-95.3921656721,Higgsino
