modelName,BRbsg,BrBsmumu,gminus2,finetuning,Omegahsq,Xenonxsec,pSDxsec,lsp
2000723,-7.93777477618,-19.604850921,-20.0397145501,9.10e+02,-4.70168108637,-104.128822866,-95.7116252709,Higgsino
2000924,-7.96907178291,-19.604850921,-20.0538991851,6.53e+02,-4.52820914485,-108.163230463,-98.7487947343,Higgsino
2000956,-7.96043863576,-19.604850921,-19.9713781614,4.67e+02,-2.2827824657,-101.444992378,-94.6791107339,Higgsino
2001508,-7.92663259963,-19.6180090056,-20.0058163639,4.81e+02,-3.32423634053,-107.67917508,-100.54363587,Higgsino
2001517,-7.9806998209,-19.604850921,-20.0361367287,4.38e+02,-2.47693848014,-107.816034263,-99.7811872236,Higgsino
2001799,-7.89930849536,-19.6448562556,-20.1867724664,3.35e+02,-4.91988093083,-105.779152335,-95.6000112862,Higgsino
2002142,-8.06611757206,-19.6081242463,-20.1222339453,4.40e+02,-5.54166362518,-103.361686966,-92.1215676904,Higgsino
2002170,-8.08216928107,-19.604850921,-19.9973127047,4.04e+02,-4.41454982638,-100.620596911,-91.6979386117,Higgsino
2002359,-7.96907178291,-19.6213257582,-20.1850196176,3.38e+02,-5.60212882093,-104.971124879,-94.2749605503,Higgsino
2002670,-8.02249694958,-19.6081242463,-20.1997214408,5.79e+02,-4.7205810375,-104.76518269,-94.9646051004,Higgsino
2002741,-7.98656494035,-19.6081242463,-19.7244738836,3.67e+02,-5.6722838076,-104.024297423,-93.5906239995,Higgsino
2002955,-8.03785823474,-19.6213257582,-20.068807511,3.91e+02,-6.20962055691,-107.508549563,-96.7736459025,Higgsino
2003204,-7.98656494035,-19.604850921,-20.0547187733,2.69e+02,-5.37088805938,-105.135012734,-94.6595915716,Higgsino
2003391,-7.92940652651,-19.604850921,-19.9531576153,4.07e+02,-4.47414192358,-102.728437927,-93.8578674042,Higgsino
2003404,-8.19510969225,-19.5632449201,-20.1670845115,7.74e+02,-3.19174715748,-105.664272059,-97.9361565757,Higgsino
2003837,-7.86747556878,-19.7044185167,-19.9643309158,3.62e+02,-4.37405846502,-106.158441308,-97.9125467101,Higgsino
2004193,-7.94621364483,-19.9531576153,-20.2772987855,3.34e+02,-3.71317214668,-104.495805943,-95.3841549483,Higgsino
2004495,-7.97196614093,-19.6180090056,-20.1590890377,3.80e+02,-6.28717879126,-105.929975225,-94.3960384819,Higgsino
2004611,-7.94621364483,-19.6081242463,-20.0663159447,5.30e+02,-2.21640739675,-104.843911855,-97.6149143068,Higgsino
2004687,-7.98362808068,-19.6551127558,-19.4479030365,3.86e+02,-6.01575723968,-106.00120952,-95.3148075298,Higgsino
2004983,-8.0194528072,-19.6015882753,-20.0335645868,5.55e+02,-4.14143616976,-101.853312184,-93.0097441208,Higgsino
2005086,-7.87271118284,-19.6585551,-20.0645548337,3.27e+02,-3.402197882,-105.014696127,-97.7055325407,Higgsino
2005093,-7.96618577802,-19.6313425364,-19.6147032174,4.21e+02,-6.20465776757,-105.130456917,-94.3290277716,Higgsino
2005170,-8.04406943483,-19.6015882753,-20.0935910793,3.67e+02,-3.6381863398,-104.448738433,-95.9110667099,Higgsino
2005283,-7.97486890059,-19.6380765686,-19.9559392582,2.18e+02,-3.06615473785,-103.02854252,-95.5643511058,Higgsino
2005541,-7.94339276849,-19.6654755428,-19.7153079165,4.61e+02,-5.48464694474,-100.881961675,-90.9981468884,Higgsino
2005732,-8.08866281038,-19.6015882753,-19.9905614614,3.44e+02,-3.20152718653,-100.331665619,-93.1618342188,Higgsino
2005895,-7.96907178291,-19.6081242463,-19.9906095233,4.03e+02,-3.75930191841,-104.975008379,-96.9909368167,Higgsino
2005947,-8.07571764579,-19.59833624,-20.0531314307,3.31e+02,-4.50081017066,-106.507701443,-97.299164498,Higgsino
2006261,-8.04095901242,-19.604850921,-20.0856313663,4.96e+02,-4.91577976308,-106.301639899,-96.4854303544,Higgsino
2006264,-7.97196614093,-19.604850921,-20.163650049,3.58e+02,-4.51899248975,-104.532619917,-94.7070939055,Higgsino
200645,-7.98656494035,-19.6147032174,-19.9685533007,2.71e+02,-3.36679595494,-102.908293392,-95.1631413233,Higgsino
2006510,-8.14218729079,-19.4340331887,-20.1539826436,1.79e+02,-5.58068027752,-108.595465812,-98.703674299,Higgsino
2006600,-8.00436956499,-19.4819972479,-20.0699515569,4.70e+02,-2.74575206829,-105.347934731,-97.3192198648,Higgsino
2006625,-8.03168537563,-19.5918637255,-20.3285246922,2.60e+02,-3.12129549653,-100.635710549,-92.6158974006,Higgsino
2006639,-8.03785823474,-19.604850921,-20.0973274061,4.25e+02,-4.08044165705,-108.201696743,-99.5269971643,Higgsino
2006800,-7.91014870991,-19.6081242463,-20.0135073906,2.02e+02,-6.1802066717,-100.720417246,-89.9787498353,Higgsino
2006877,-7.9074276198,-19.779359938,-19.9284650027,1.88e+02,-6.38896148557,-105.89911165,-95.4529578683,Higgsino
200706,-7.99246466248,-19.604850921,-20.0389576051,3.22e+02,-4.58536755869,-106.439790237,-96.9699386699,Higgsino
2007101,-8.01037558905,-19.604850921,-20.0011911213,6.52e+02,-2.54465665419,-106.105243856,-98.9341979576,Higgsino
2007182,-7.98951045058,-19.6015882753,-20.018931467,5.74e+02,-2.44184716033,-104.749532918,-97.1963342566,Higgsino
2007187,-7.95187938237,-19.6213257582,-20.0026494144,3.74e+02,-3.4737680745,-101.006259392,-91.5100768745,Higgsino
2007271,-7.91287722456,-19.6585551,-19.9924857416,3.44e+02,-5.40813223256,-101.274523379,-91.4774652889,Higgsino
2007454,-7.92940652651,-19.6147032174,-20.048282627,6.43e+02,-4.61522052184,-106.659153066,-96.7125819271,Higgsino
2007511,-7.96043863576,-19.6585551,-20.1080801979,3.74e+02,-4.51899248975,-101.643638013,-92.2087642354,Higgsino
2007554,-7.9547243345,-19.6180090056,-19.8675747272,4.68e+02,-4.24749574172,-103.244765628,-94.5815333853,Higgsino
2007709,-8.18429877614,-19.604850921,-20.1097031357,3.54e+02,-4.37405846502,-101.066884014,-91.9378892813,Higgsino
2007710,-8.00436956499,-19.604850921,-20.0453845901,4.50e+02,-5.91450350597,-108.848858811,-98.2002287825,Higgsino
2007999,-7.98362808068,-19.6081242463,-20.047417421,5.65e+02,-2.64085895156,-104.167976803,-97.078189361,Higgsino
2008314,-7.95757740348,-19.5601150271,-19.8069751051,3.98e+02,-3.4737680745,-100.150593282,-93.0247069935,Higgsino
2008357,-7.94904250103,-19.6246535483,-19.9965871732,4.56e+02,-4.67344902674,-102.462597597,-92.1064082288,Higgsino
200856,-8.00436956499,-19.6015882753,-20.000608399,3.63e+02,-3.20892549402,-104.978907019,-97.5227594147,Higgsino
2008996,-7.94339276849,-19.6347038841,-20.0630551566,4.27e+02,-6.48248754358,-105.412096675,-94.5767771337,Higgsino
200905,-7.92940652651,-19.6313425364,-20.0316398128,3.56e+02,-4.29035944615,-105.931999517,-96.6503049976,Higgsino
2009102,-8.0164179035,-19.595094746,-20.0108063454,1.28e+03,-5.21397621811,-100.113779309,-91.2792282768,Higgsino
2009126,-8.19510969225,-19.5053901275,-20.0767910646,3.18e+02,-2.68238245435,-103.756741338,-96.6503049976,Higgsino
2009139,-8.02555038707,-19.604850921,-19.9550111839,3.36e+02,-2.97397078177,-104.680540047,-96.9094668481,Higgsino
2009258,-7.87533930524,-19.6936464198,-19.8851528861,6.92e+02,-6.21962064025,-105.728293918,-95.4083822437,Higgsino
2009266,-7.90200755233,-19.6180090056,-20.0614545367,3.36e+02,-4.19306053516,-106.868244864,-97.1090514723,Higgsino
2009459,-7.97196614093,-19.604850921,-20.0226962706,3.39e+02,-3.35526844977,-102.5795923,-95.5391925462,Higgsino
2009473,-7.99246466248,-19.6015882753,-20.0231926963,7.36e+02,-5.49433225047,-107.143089789,-97.2464282019,Higgsino
2009799,-8.00138002614,-19.6114083215,-20.0671976646,3.22e+02,-4.67130998849,-106.255786594,-96.3649842014,Higgsino
2009997,-8.10177775245,-19.5918637255,-20.0946571775,5.28e+02,-2.27302629075,-101.509758976,-94.3571986486,Higgsino
2010216,-8.11506698457,-19.6114083215,-20.0564626317,4.50e+02,-6.0661880933,-108.413871263,-98.1869835558,Higgsino
2010323,-8.14908386985,-19.5601150271,-20.1466524726,4.14e+02,-4.12274403674,-108.32464013,-98.828837442,Higgsino
2010345,-8.01037558905,-19.5538844774,-20.2888893853,1.36e+02,-5.23628197563,-101.255475184,-91.04909169,Higgsino
2010558,-8.06293791914,-19.6114083215,-19.8586895408,2.52e+02,-6.01986402163,-101.904334684,-90.6060153111,Higgsino
2011102,-7.93497757156,-19.6081242463,-20.055180087,2.28e+02,-3.86323284126,-106.137070288,-97.1301683958,Higgsino
2011194,-7.96618577802,-19.6180090056,-20.1365909009,3.16e+02,-5.38605628086,-102.558538891,-90.94025291,Higgsino
2011388,-8.0286131766,-19.6180090056,-20.0835194331,2.22e+02,-5.03749274827,-107.228247598,-97.4530143807,Higgsino
2011669,-8.10177775245,-19.6114083215,-20.2545129896,2.62e+02,-5.11933471102,-103.975865361,-93.6358805911,Higgsino
2011838,-7.92663259963,-19.6936464198,-19.9873465645,2.58e+02,-5.63799473412,-107.341872623,-97.8701259942,Higgsino
2011913,-8.05345917518,-19.6015882753,-20.0630551566,3.80e+02,-2.44876760317,-105.695770726,-97.764126705,Higgsino
2012051,-7.88592141457,-19.604850921,-20.0197723643,3.50e+02,-4.8704386636,-107.569174185,-100.856319245,Higgsino
2012084,-7.998399398,-19.5758633841,-20.1410502171,4.82e+02,-3.89713439293,-107.726803129,-98.7487947343,Higgsino
2012196,-7.9777801108,-19.6180090056,-19.9941242962,2.88e+02,-3.35526844977,-106.438108151,-98.625896598,Higgsino
2012202,-8.01339218259,-19.604850921,-20.1282829052,3.68e+02,-4.86783449546,-104.417061576,-94.5441021149,Higgsino
2012491,-7.9777801108,-19.6114083215,-20.0092871468,3.62e+02,-3.64965874096,-105.870124114,-98.0179072257,Higgsino
2012532,-7.96330807819,-19.6081242463,-20.0085528785,5.85e+02,-3.31869616015,-104.797236716,-97.2584869182,Higgsino
2012556,-8.12853520162,-19.6180090056,-20.0602686333,2.84e+02,-5.84304454199,-106.704176747,-95.9155813902,Higgsino
201264,-7.96330807819,-19.6482634139,-20.2322348405,4.90e+02,-5.19395735122,-105.487131861,-95.1890607008,Higgsino
201266,-7.96330807819,-19.604850921,-20.043659927,5.80e+02,-2.90589156955,-105.370792869,-96.9217671262,Higgsino
2012867,-7.94621364483,-19.4591391098,-19.9853365136,4.62e+02,-2.29263476214,-105.086005155,-98.4983353723,Higgsino
2012868,-8.06611757206,-19.9257586411,-20.8175765164,2.99e+02,-3.27016911926,-102.155391281,-93.664051468,Higgsino
2012903,-7.96043863576,-19.6081242463,-20.0695874003,3.49e+02,-3.70095203535,-106.376199135,-97.4321802938,Higgsino
2013040,-8.19510969225,-19.5663846402,-20.0851029647,3.54e+02,-3.49660756647,-104.171455067,-95.6897265856,Higgsino
2013041,-7.86226722368,-19.6147032174,-19.9239584606,5.29e+02,-6.53619172255,-105.094738835,-94.0839053136,Higgsino
2013177,-8.0164179035,-19.6081242463,-20.034317459,4.22e+02,-5.27655587477,-104.102462196,-93.5995129469,Higgsino
201318,-7.94621364483,-19.6347038841,-19.899090394,3.64e+02,-4.57561138375,-105.022826253,-96.025477061,Higgsino
2013185,-7.97196614093,-19.604850921,-20.0185359951,6.08e+02,-3.82126864216,-104.573441911,-96.8094998243,Higgsino
2013314,-7.9547243345,-19.6081242463,-20.0753775628,4.93e+02,-2.31668401737,-104.287714874,-96.9634661554,Higgsino
2013472,-7.87008994936,-19.6147032174,-20.001920002,5.86e+02,-3.22388836669,-100.581376198,-93.4698954536,Higgsino
201352,-7.96330807819,-19.6147032174,-19.8920973585,4.44e+02,-5.5940316107,-107.006586626,-96.7483547758,Higgsino
2013550,-8.10508354059,-19.538475852,-19.9662053306,4.08e+02,-4.92262441677,-106.050162564,-96.509723047,Higgsino
2013608,-8.19510969225,-19.5293433685,-19.9615258649,2.63e+02,-5.40590257723,-105.347934731,-95.6267687354,Higgsino
2014286,-7.95757740348,-19.6380765686,-19.9935456762,3.68e+02,-4.29035944615,-104.471995295,-95.7006159853,Higgsino
2014322,-8.00736806798,-19.6081242463,-20.0389576051,3.60e+02,-3.93222571275,-106.35277886,-97.6735298096,Higgsino
201453,-8.09519878136,-19.5854328351,-19.8838561494,2.04e+02,-3.3696987146,-105.540477842,-97.5386869414,Higgsino
2014583,-7.95187938237,-19.6448562556,-20.2255254527,4.16e+02,-5.30634953825,-107.914014671,-97.5760744735,Higgsino
2014672,-7.998399398,-19.595094746,-19.9329919457,3.04e+02,-4.78310139448,-105.964958216,-95.9246723619,Higgsino
2014909,-7.94621364483,-19.6081242463,-19.9226104487,3.29e+02,-4.67666618769,-105.480659347,-96.8352715588,Higgsino
2014969,-7.98362808068,-19.6829891253,-20.062848481,3.42e+02,-5.86747856733,-106.214628522,-95.044647808,Higgsino
2015048,-8.03476704217,-19.5854328351,-20.1037651966,4.16e+02,-2.7120582225,-106.250199988,-98.6465158852,Higgsino
2015092,-7.99246466248,-19.6015882753,-20.066212264,6.41e+02,-3.89713439293,-108.4686795,-99.8739089637,Higgsino
2015198,-8.03168537563,-19.6180090056,-20.1763011666,1.04e+03,-3.17246945205,-106.349697194,-97.2481419984,Higgsino
2015311,-8.00138002614,-19.604850921,-19.9643309158,1.90e+02,-4.0341906394,-105.929975225,-97.3340624378,Higgsino
2015394,-8.03785823474,-19.604850921,-20.1118711583,3.72e+02,-3.83506196429,-104.453346736,-95.8499122867,Higgsino
201547,-8.00138002614,-19.6081242463,-20.0796766152,4.20e+02,-2.84558961512,-103.103505558,-95.4165902241,Higgsino
2015521,-7.90471391392,-19.6114083215,-20.0079169484,7.20e+02,-4.59521985513,-105.908963947,-97.1165421441,Higgsino
2015574,-8.00736806798,-19.604850921,-20.0408257735,4.03e+02,-4.35831010806,-107.906688631,-98.7487947343,Higgsino
2015581,-7.96907178291,-19.6516822207,-20.2538874031,3.93e+02,-4.50081017066,-105.648887141,-96.1546887925,Higgsino
2015587,-7.92940652651,-19.6147032174,-20.0158706431,1.37e+02,-4.27586643885,-102.143857127,-93.7433008397,Higgsino
2015742,-7.98951045058,-19.604850921,-20.1711063497,2.35e+02,-6.25023527607,-105.52687219,-93.9174087979,Higgsino
2015785,-8.06611757206,-19.6015882753,-20.0622803432,2.85e+02,-3.45459815839,-106.586393712,-98.5103837108,Higgsino
2015999,-8.0286131766,-19.6414606666,-20.0914622866,4.28e+02,-5.6607229852,-103.369469107,-91.2575354522,Higgsino
2016058,-8.00436956499,-19.5083530926,-20.0824651368,3.65e+02,-5.24572491643,-110.277224386,-99.5387917408,Higgsino
2016229,-7.99246466248,-19.6380765686,-20.0072325526,3.40e+02,-6.25023527607,-104.731070855,-93.9359851835,Higgsino
2016256,-8.14218729079,-19.5918637255,-20.7103496117,2.42e+02,-4.35831010806,-101.284185289,-91.9990437044,Higgsino
2016325,-7.94057982711,-19.604850921,-20.0378988437,8.29e+02,-4.2615804816,-108.566810556,-98.4289433789,Higgsino
2016553,-7.96907178291,-19.604850921,-20.0422418462,4.30e+02,-5.69284253462,-104.525147902,-93.0247069935,Higgsino
2016701,-8.07250737015,-19.5293433685,-19.9508454755,2.79e+02,-3.61562899237,-106.881248948,-98.3640557567,Higgsino
201679,-8.01037558905,-19.6015882753,-20.0242359932,1.35e+03,-2.52823177453,-106.749027313,-99.6403928536,Higgsino
2016938,-8.08541077499,-19.5263176476,-20.131044575,4.92e+02,-3.69288747551,-101.340088067,-92.9153344363,Higgsino
2016981,-7.98656494035,-19.6015882753,-20.0273275551,1.37e+03,-6.19480547113,-103.596526557,-93.158956519,Higgsino
2016991,-7.94621364483,-19.6724442121,-19.9970224289,4.29e+02,-5.08320598693,-105.908963947,-96.4084693133,Higgsino
2016994,-8.08216928107,-19.604850921,-19.851972471,9.63e+01,-4.97913662704,-104.13216735,-94.735882734,Higgsino
2016996,-8.01037558905,-19.604850921,-20.0554364644,4.17e+02,-3.72140264582,-104.230665185,-95.654261876,Higgsino
2017003,-7.89125476055,-19.5415386416,-19.9531576153,4.55e+02,-3.1190304899,-105.430334263,-98.2272574549,Higgsino
2017087,-8.01037558905,-19.5663846402,-20.3198027315,3.58e+02,-3.6082215511,-103.393185633,-94.7569657356,Higgsino
2017175,-8.06611757206,-19.6015882753,-20.0638305709,6.20e+02,-3.66126428708,-103.996126546,-95.3762078867,Higgsino
2017419,-8.0164179035,-19.6654755428,-20.3400463378,3.15e+02,-4.16691525506,-103.558060277,-94.3383301643,Higgsino
2017581,-7.93497757156,-19.7716079612,-20.2875948868,3.79e+02,-6.31996861408,-107.914014671,-96.33013747,Higgsino
2017664,-7.91835669033,-19.6313425364,-20.0126226088,3.10e+02,-6.26065203692,-107.764074524,-98.1652907312,Higgsino
2017680,-8.01037558905,-19.604850921,-20.054616288,4.29e+02,-2.63387080293,-104.701038568,-97.1347520555,Higgsino
2017731,-7.93777477618,-19.6380765686,-19.6822826611,4.13e+02,-4.60617068632,-104.348217194,-95.4444471786,Higgsino
2017773,-8.02249694958,-19.6147032174,-19.983091951,3.79e+02,-4.17990245058,-107.22086749,-97.9192356982,Higgsino
2017881,-7.9211077237,-19.7044185167,-20.0600110143,4.69e+02,-3.06401111431,-106.002295887,-97.7583960302,Higgsino
2018103,-8.07571764579,-19.6213257582,-19.8705540867,3.57e+02,-5.5940316107,-104.868092653,-94.6634650432,Higgsino
2018129,-7.98656494035,-19.604850921,-20.0183877335,5.29e+02,-5.84304454199,-103.964469226,-93.4314291728,Higgsino
2018146,-7.98951045058,-19.6180090056,-20.0626418481,4.16e+02,-2.99373427089,-105.365029164,-97.1501844605,Higgsino
2018367,-8.10177775245,-19.5601150271,-20.131044575,2.84e+02,-3.42038020108,-107.293280068,-99.3015112998,Higgsino
2018606,-8.03168537563,-19.6620093348,-20.2501420804,4.08e+02,-4.44816643718,-100.901634441,-91.8257719832,Higgsino
2018699,-7.94339276849,-19.6516822207,-19.9647991903,5.09e+02,-6.50897915902,-106.096845486,-94.9268647724,Higgsino
2018716,-7.93777477618,-19.6147032174,-20.0237887327,4.51e+02,-4.49184150068,-105.347934731,-95.7415900596,Higgsino
2018756,-7.97486890059,-19.6246535483,-19.9499221144,4.69e+02,-4.88356221153,-107.451391149,-98.4068430319,Higgsino
2018883,-7.97486890059,-19.7008149092,-20.1920495235,4.57e+02,-3.8584822385,-106.902413759,-97.4807642937,Higgsino
2018990,-7.96330807819,-19.6180090056,-19.9925338961,3.33e+02,-5.01615047478,-103.944833252,-94.4272124492,Higgsino
2019038,-7.95757740348,-19.6081242463,-20.0521086743,4.80e+02,-2.70306265959,-107.371348441,-99.24561631,Higgsino
2019127,-8.02249694958,-19.604850921,-20.1410502171,3.70e+02,-3.8537540973,-104.469645117,-95.7492236844,Higgsino
2019192,-7.9547243345,-19.6620093348,-20.0473156812,2.78e+02,-5.7260280836,-104.37989883,-93.3871414926,Higgsino
2019315,-8.15951874714,-19.579043037,-20.0983974971,2.87e+02,-5.13960567539,-106.477530565,-96.6316128646,Higgsino
2019335,-8.1630213777,-19.604850921,-20.0625901965,3.05e+02,-5.36019277027,-105.938097097,-95.7685666473,Higgsino
2019424,-8.04095901242,-19.6147032174,-20.0510869628,2.73e+02,-6.02812853148,-106.392123038,-95.606633827,Higgsino
2019680,-7.95187938237,-19.6516822207,-20.0173505171,3.75e+02,-6.0923904657,-104.925662505,-94.4657388172,Higgsino
2019717,-7.93497757156,-19.6246535483,-19.7627668504,4.48e+02,-4.08044165705,-101.274523379,-92.8974768189,Higgsino
201982,-7.98951045058,-19.6015882753,-20.0219520937,9.30e+02,-6.41917526416,-105.989336742,-95.3172920031,Higgsino
2020211,-7.9806998209,-19.59833624,-20.0397145501,3.78e+02,-2.68238245435,-105.540477842,-97.8637565459,Higgsino
2020278,-7.93497757156,-19.604850921,-20.041988829,7.32e+02,-3.28341434601,-104.900066958,-96.0154267252,Higgsino
2020801,-8.02249694958,-19.6147032174,-20.4062677102,3.17e+02,-4.8270645179,-105.448910648,-95.7415900596,Higgsino
2020833,-7.98656494035,-19.6081242463,-20.0086507498,3.81e+02,-4.72508048266,-103.635512004,-94.4251716322,Higgsino
2020907,-8.07893826049,-19.59833624,-20.0010939773,2.06e+02,-3.03655426807,-102.05398288,-94.3290277716,Higgsino
202097,-7.9547243345,-19.6313425364,-20.0930584562,3.85e+02,-4.31999124375,-103.034113565,-93.649866833,Higgsino
20210,-7.93218816948,-19.8477970996,-19.7669854569,4.43e+02,-3.90703546392,-103.401217805,-95.3148075298,Higgsino
202115,-8.00138002614,-19.6114083215,-20.0219520937,3.86e+02,-5.86747856733,-106.090889542,-95.3527387521,Higgsino
2021188,-8.08216928107,-19.4451136344,-20.2086474149,2.90e+02,-2.97006452681,-107.870842499,-99.6441522565,Higgsino
2021285,-7.92940652651,-19.5886431108,-19.912780164,3.58e+02,-4.97333950935,-104.743340948,-95.6969729941,Higgsino
202130,-7.97486890059,-19.6180090056,-20.3332528334,3.09e+02,-4.72846840233,-101.459926602,-91.7740999726,Higgsino
2022010,-7.96043863576,-19.6654755428,-20.2104422105,3.30e+02,-3.07694232898,-105.130456917,-95.9858679229,Higgsino
2022300,-7.95757740348,-19.6279924495,-20.0603716996,3.05e+02,-5.24193703311,-104.686354017,-94.4110013546,Higgsino
2022506,-8.08866281038,-19.59833624,-20.0118858881,2.57e+02,-3.96859335692,-103.808701077,-95.2902964988,Higgsino
2022535,-8.04406943483,-19.6081242463,-20.0973274061,3.51e+02,-4.02295456614,-106.935025345,-98.1232677414,Higgsino
202303,-8.0286131766,-19.6759468427,-20.4624412187,3.96e+02,-6.66873837851,-108.047546064,-97.0110312638,Higgsino
2023492,-7.94904250103,-19.6081242463,-20.0438119835,4.65e+02,-3.8584822385,-107.714681768,-98.3382145255,Higgsino
2023828,-8.01339218259,-19.6114083215,-20.1010777453,4.32e+02,-2.83021783508,-104.439585051,-96.4854303544,Higgsino
202412,-7.9547243345,-19.6448562556,-20.1102447009,4.64e+02,-3.31869616015,-102.869641237,-94.4354176234,Higgsino
2024173,-8.01339218259,-19.6213257582,-20.1444078028,2.96e+02,-5.04057917047,-101.836304972,-91.5727754687,Higgsino
2024381,-7.99246466248,-19.6246535483,-20.0175973758,2.80e+02,-6.85896511481,-109.408942873,-97.8233155763,Higgsino
2024409,-8.08866281038,-19.604850921,-19.9466970482,4.01e+02,-4.69072807435,-104.731070855,-95.4529578683,Higgsino
2024410,-8.0286131766,-19.6829891253,-20.1043035546,4.03e+02,-4.12274403674,-102.164715357,-92.9998918243,Higgsino
2024950,-7.94621364483,-19.6213257582,-20.0428999908,3.90e+02,-3.21140381003,-105.641282541,-97.2328225498,Higgsino
2025008,-7.94057982711,-19.7337246433,-20.0559494164,5.03e+02,-3.37260992481,-105.908963947,-97.4614710907,Higgsino
2025063,-7.96330807819,-19.604850921,-20.0941239864,3.48e+02,-3.4082219966,-104.421525869,-95.6969729941,Higgsino
2025105,-8.03785823474,-19.6180090056,-19.7673698505,2.52e+02,-5.17787121347,-102.918194463,-93.0196944516,Higgsino
2025231,-7.99246466248,-19.6081242463,-20.0703158461,5.09e+02,-4.13516655674,-103.46790918,-95.4996135599,Higgsino
2025425,-7.87271118284,-19.6724442121,-19.879975998,5.36e+02,-5.81583197846,-108.730659715,-98.3959733597,Higgsino
2025436,-7.9211077237,-19.6180090056,-19.9489996051,3.80e+02,-3.70500883604,-103.97015106,-95.8584229764,Higgsino
2025448,-8.07571764579,-19.6147032174,-20.0697954735,4.44e+02,-3.42344299061,-102.112251788,-93.9549131934,Higgsino
2025450,-8.15951874714,-19.523301054,-20.0548725209,3.20e+02,-3.75930191841,-105.870124114,-97.3567477207,Higgsino
2025455,-8.0286131766,-19.6015882753,-20.0581066929,5.68e+02,-2.30258509299,-100.581376198,-93.3835378851,Higgsino
2025739,-7.9547243345,-19.6081242463,-20.0362373374,3.43e+02,-6.48248754358,-109.360933654,-97.0942363866,Higgsino
2025748,-7.89661670369,-19.604850921,-20.0415841345,4.28e+02,-3.480240589,-105.761910529,-96.6887712785,Higgsino
202586,-8.06293791914,-19.5569948998,-20.0410279469,3.50e+02,-4.16691525506,-104.474351008,-95.7264954333,Higgsino
2026122,-8.00736806798,-19.6081242463,-20.3704985178,4.65e+02,-4.29768548624,-103.951801921,-94.5923183909,Higgsino
2026462,-7.998399398,-19.890356714,-20.0983974971,3.94e+02,-2.76780020551,-106.332915717,-98.1109976488,Higgsino
2026666,-7.96043863576,-19.6313425364,-20.0935910793,4.45e+02,-4.00085421913,-104.660453288,-96.1897801123,Higgsino
202699,-7.95757740348,-19.6724442121,-19.6791097341,4.22e+02,-6.01575723968,-103.881597662,-93.1195147869,Higgsino
2027,-7.96043863576,-19.6482634139,-19.6114083215,6.20e+02,-5.39482826693,-104.850761197,-94.8522759154,Higgsino
